id,symbol,price,qty,status,lastUpdate
10857,JPM,223.62948,9437,ACTIVE,2024-12-28T13:30:56
10858,F,123.55039,8865,PENDING,2024-12-28T13:30:57
10859,CI,97.63322,3451,ACTIVE,2024-12-28T13:30:58
10860,RIVN,2114.96859,6083,ALERT,2024-12-28T13:30:59
10861,ZS,1962.48513,4625,ACTIVE,2024-12-28T13:31:00
10862,GM,1811.22571,3033,NORMAL,2024-12-28T13:31:01
10863,DUK,1990.97337,975,ALERT,2024-12-28T13:31:02
10864,UNG,1934.34194,5430,CLOSED,2024-12-28T13:31:03
10865,SBAC,881.77842,4193,PENDING,2024-12-28T13:31:04
10866,UBER,1291.77111,7345,NORMAL,2024-12-28T13:31:05
10867,BIIB,1256.41896,7559,NORMAL,2024-12-28T13:31:06
10868,ARKF,866.48351,929,NORMAL,2024-12-28T13:31:07
10869,MU,651.64127,1565,NORMAL,2024-12-28T13:31:08
10870,VOO,1732.19118,5194,PENDING,2024-12-28T13:31:09
10871,ABNB,999.15573,5773,CLOSED,2024-12-28T13:31:10
10872,LRCX,2268.39327,3809,CLOSED,2024-12-28T13:31:11
10873,C,1304.01016,9942,ALERT,2024-12-28T13:31:12
10874,NVDA,1186.45299,5313,NORMAL,2024-12-28T13:31:13
10875,V,98.72252,3671,NORMAL,2024-12-28T13:31:14
10876,HUM,507.00666,5286,CLOSED,2024-12-28T13:31:15
10877,MPC,1328.01004,1555,PENDING,2024-12-28T13:31:16
10878,CDNS,1404.58508,6336,NORMAL,2024-12-28T13:31:17
10879,CSCO,1695.58387,9437,ACTIVE,2024-12-28T13:31:18
10880,PATH,73.74711,9038,NORMAL,2024-12-28T13:31:19
10881,KLAC,1460.69027,5563,NORMAL,2024-12-28T13:31:20
10882,XLP,1238.64095,819,NORMAL,2024-12-28T13:31:21
10883,PNC,1018.82904,1820,ALERT,2024-12-28T13:31:22
10884,BOTZ,2176.47376,3388,ACTIVE,2024-12-28T13:31:23
10885,CMCSA,1021.31647,2229,PENDING,2024-12-28T13:31:24
10886,AWK,1892.71621,6176,NORMAL,2024-12-28T13:31:25
10887,JNJ,386.51317,3072,CLOSED,2024-12-28T13:31:26
10888,SBAC,1218.80877,6026,CLOSED,2024-12-28T13:31:27
10889,CAT,1924.71358,5134,ALERT,2024-12-28T13:31:28
10890,XLE,2192.74098,7217,PENDING,2024-12-28T13:31:29
10891,CRM,1571.76909,8848,PENDING,2024-12-28T13:31:30
10892,KO,400.35938,3585,NORMAL,2024-12-28T13:31:31
10893,BAC,424.19088,8879,ALERT,2024-12-28T13:31:32
10894,AAL,2335.82875,3064,PENDING,2024-12-28T13:31:33
10895,VLO,1114.40695,3464,ACTIVE,2024-12-28T13:31:34
10896,XEL,2192.11440,5377,CLOSED,2024-12-28T13:31:35
10897,DPZ,2113.35834,1491,ALERT,2024-12-28T13:31:36
10898,ZS,2174.46183,7810,PENDING,2024-12-28T13:31:37
10899,QQQ,1786.39314,3096,NORMAL,2024-12-28T13:31:38
10900,ELV,1234.48320,2409,PENDING,2024-12-28T13:31:39
10901,KLAC,1299.26254,1306,ALERT,2024-12-28T13:31:40
10902,SOXX,2263.51878,1220,ACTIVE,2024-12-28T13:31:41
10903,SNPS,1413.11033,1636,PENDING,2024-12-28T13:31:42
10904,SQ,2443.79556,4051,ACTIVE,2024-12-28T13:31:43
10905,ARKQ,1599.45200,1059,CLOSED,2024-12-28T13:31:44
10906,DE,360.56546,4502,CLOSED,2024-12-28T13:31:45
10907,XLC,2084.13182,5744,ALERT,2024-12-28T13:31:46
10908,CP,125.80241,1559,PENDING,2024-12-28T13:31:47
10909,SMH,360.86021,8701,ALERT,2024-12-28T13:31:48
10910,ED,1244.30308,9066,NORMAL,2024-12-28T13:31:49
10911,XOM,909.02313,3333,ACTIVE,2024-12-28T13:31:50
10912,MA,2373.63215,9543,ACTIVE,2024-12-28T13:31:51
10913,WEC,100.73624,5328,ALERT,2024-12-28T13:31:52
10914,LI,683.42061,9239,NORMAL,2024-12-28T13:31:53
10915,CVS,608.35418,1969,NORMAL,2024-12-28T13:31:54
10916,SPGI,373.81755,741,PENDING,2024-12-28T13:31:55
10917,BKR,691.73209,7564,PENDING,2024-12-28T13:31:56
10918,SPLK,1953.21918,1790,ALERT,2024-12-28T13:31:57
10919,ED,32.18799,3920,ALERT,2024-12-28T13:31:58
10920,COST,636.69127,4238,NORMAL,2024-12-28T13:31:59
10921,MOH,1560.64875,4330,ALERT,2024-12-28T13:32:00
10922,CSCO,1019.18912,4594,NORMAL,2024-12-28T13:32:01
10923,DPZ,2349.07030,7936,ALERT,2024-12-28T13:32:02
10924,XLB,1830.86800,5804,ALERT,2024-12-28T13:32:03
10925,UPS,35.16302,3521,ALERT,2024-12-28T13:32:04
10926,DE,1715.20419,4579,ACTIVE,2024-12-28T13:32:05
10927,JBLU,514.43921,3138,PENDING,2024-12-28T13:32:06
10928,DUK,22.98043,6752,ACTIVE,2024-12-28T13:32:07
10929,COF,1002.33375,6193,NORMAL,2024-12-28T13:32:08
10930,FANG,1419.27209,6143,PENDING,2024-12-28T13:32:09
10931,ABNB,2446.22396,870,CLOSED,2024-12-28T13:32:10
10932,XLC,1188.36756,9268,ACTIVE,2024-12-28T13:32:11
10933,NFLX,1724.87707,8481,ALERT,2024-12-28T13:32:12
10934,NOC,107.27933,367,PENDING,2024-12-28T13:32:13
10935,TM,2075.55613,447,ACTIVE,2024-12-28T13:32:14
10936,DPZ,1810.68472,441,PENDING,2024-12-28T13:32:15
10937,META,358.07706,4449,ALERT,2024-12-28T13:32:16
10938,AMAT,85.85867,5184,ALERT,2024-12-28T13:32:17
10939,CVS,1560.89014,5745,ACTIVE,2024-12-28T13:32:18
10940,SPGI,2372.71241,1745,ALERT,2024-12-28T13:32:19
10941,NIO,1525.90066,1665,PENDING,2024-12-28T13:32:20
10942,SLV,110.28854,8811,ALERT,2024-12-28T13:32:21
10943,NFLX,256.34068,6060,PENDING,2024-12-28T13:32:22
10944,AMGN,2494.50739,3509,CLOSED,2024-12-28T13:32:23
10945,TLT,2469.44880,5110,PENDING,2024-12-28T13:32:24
10946,XLI,2052.43899,3275,NORMAL,2024-12-28T13:32:25
10947,KLAC,540.30692,3437,NORMAL,2024-12-28T13:32:26
10948,MDB,788.93993,2839,CLOSED,2024-12-28T13:32:27
10949,BIIB,1249.54801,7803,PENDING,2024-12-28T13:32:28
10950,DAL,894.25706,3478,PENDING,2024-12-28T13:32:29
10951,WEC,1113.47473,2588,PENDING,2024-12-28T13:32:30
10952,IWM,227.33304,6028,ACTIVE,2024-12-28T13:32:31
10953,CVS,1419.02914,8487,NORMAL,2024-12-28T13:32:32
10954,GILD,1267.99564,1612,PENDING,2024-12-28T13:32:33
10955,ARKK,1974.40533,7203,ACTIVE,2024-12-28T13:32:34
10956,C,215.06365,3933,CLOSED,2024-12-28T13:32:35
10957,NOW,1787.13244,7413,NORMAL,2024-12-28T13:32:36
10958,LUMN,329.22807,5186,NORMAL,2024-12-28T13:32:37
10959,CMCSA,1853.79665,654,NORMAL,2024-12-28T13:32:38
10960,DE,701.30290,5385,ALERT,2024-12-28T13:32:39
10961,MDB,2269.59902,180,CLOSED,2024-12-28T13:32:40
10962,GOOGL,1096.42592,8218,NORMAL,2024-12-28T13:32:41
10963,QQQ,1056.26275,3860,CLOSED,2024-12-28T13:32:42
10964,SMH,1504.10543,2820,NORMAL,2024-12-28T13:32:43
10965,HMC,1541.82849,5249,PENDING,2024-12-28T13:32:44
10966,BND,800.89318,4878,PENDING,2024-12-28T13:32:45
10967,XLP,2052.69888,3584,ACTIVE,2024-12-28T13:32:46
10968,ADBE,406.87138,9187,CLOSED,2024-12-28T13:32:47
10969,MMM,1586.61754,3745,ALERT,2024-12-28T13:32:48
10970,XLE,1901.75899,9245,PENDING,2024-12-28T13:32:49
10971,MPC,2338.53944,1778,ACTIVE,2024-12-28T13:32:50
10972,MS,551.88223,4073,PENDING,2024-12-28T13:32:51
10973,BIIB,708.61939,4931,NORMAL,2024-12-28T13:32:52
10974,CMCSA,1485.77384,2743,ALERT,2024-12-28T13:32:53
10975,PINS,1377.11817,2229,ACTIVE,2024-12-28T13:32:54
10976,SPY,604.69424,6677,ACTIVE,2024-12-28T13:32:55
10977,MU,1127.20519,9551,PENDING,2024-12-28T13:32:56
10978,COF,771.19635,5520,CLOSED,2024-12-28T13:32:57
10979,XEL,300.90792,7719,NORMAL,2024-12-28T13:32:58
10980,COST,1238.42369,1341,NORMAL,2024-12-28T13:32:59
10981,BKR,89.88710,8522,PENDING,2024-12-28T13:33:00
10982,ARKQ,578.88411,4249,ALERT,2024-12-28T13:33:01
10983,HMC,2195.21741,616,PENDING,2024-12-28T13:33:02
10984,GM,2468.20147,3129,ACTIVE,2024-12-28T13:33:03
10985,UAL,500.36113,8416,NORMAL,2024-12-28T13:33:04
10986,RIVN,1765.24858,6471,CLOSED,2024-12-28T13:33:05
10987,CHTR,406.39023,1023,NORMAL,2024-12-28T13:33:06
10988,AMGN,751.74344,5250,PENDING,2024-12-28T13:33:07
10989,SLV,1650.21439,6850,CLOSED,2024-12-28T13:33:08
10990,SQ,910.76277,7622,ACTIVE,2024-12-28T13:33:09
10991,GS,510.98796,5467,ALERT,2024-12-28T13:33:10
10992,TGT,35.59524,1627,ACTIVE,2024-12-28T13:33:11
10993,AMGN,60.57768,1884,ALERT,2024-12-28T13:33:12
10994,XLU,588.00831,6112,NORMAL,2024-12-28T13:33:13
10995,ARKF,941.47236,9593,CLOSED,2024-12-28T13:33:14
10996,CMCSA,1704.62449,5920,PENDING,2024-12-28T13:33:15
10997,TXN,304.04104,4820,ALERT,2024-12-28T13:33:16
10998,MOH,1569.44849,2552,NORMAL,2024-12-28T13:33:17
10999,JBLU,276.63139,590,NORMAL,2024-12-28T13:33:18
11000,DOCU,742.67739,2716,ACTIVE,2024-12-28T13:33:19
11001,MSFT,1992.37546,7102,NORMAL,2024-12-28T13:33:20
11002,COF,1154.14521,1918,CLOSED,2024-12-28T13:33:21
11003,SNOW,2135.17724,4017,ALERT,2024-12-28T13:33:22
11004,ABNB,696.67275,1910,ALERT,2024-12-28T13:33:23
11005,GS,554.54882,227,ALERT,2024-12-28T13:33:24
11006,HMC,119.62861,979,CLOSED,2024-12-28T13:33:25
11007,BAC,2131.16942,3561,NORMAL,2024-12-28T13:33:26
11008,ADBE,138.89762,7824,PENDING,2024-12-28T13:33:27
11009,PATH,112.33388,6704,ACTIVE,2024-12-28T13:33:28
11010,BOTZ,1613.89884,9627,PENDING,2024-12-28T13:33:29
11011,F,2018.55508,9586,CLOSED,2024-12-28T13:33:30
11012,TM,2481.86875,3284,CLOSED,2024-12-28T13:33:31
11013,ARKQ,1038.84597,4854,NORMAL,2024-12-28T13:33:32
11014,WFC,1656.85270,4309,CLOSED,2024-12-28T13:33:33
11015,HACK,1846.17369,1123,ACTIVE,2024-12-28T13:33:34
11016,UBER,2017.72607,9174,ACTIVE,2024-12-28T13:33:35
11017,VZ,2143.27368,8840,CLOSED,2024-12-28T13:33:36
11018,DAL,1065.54304,4841,ALERT,2024-12-28T13:33:37
11019,CSX,253.38207,4736,NORMAL,2024-12-28T13:33:38
11020,KO,1782.42963,182,NORMAL,2024-12-28T13:33:39
11021,MRVL,1628.83131,3635,ALERT,2024-12-28T13:33:40
11022,GD,761.52195,3977,ACTIVE,2024-12-28T13:33:41
11023,PEP,301.59285,3222,CLOSED,2024-12-28T13:33:42
11024,BNTX,1063.49409,9998,ACTIVE,2024-12-28T13:33:43
11025,HMC,31.69030,4964,ALERT,2024-12-28T13:33:44
11026,IWM,122.78990,2203,CLOSED,2024-12-28T13:33:45
11027,AMGN,404.33237,4372,ALERT,2024-12-28T13:33:46
11028,OKTA,2059.09425,8245,PENDING,2024-12-28T13:33:47
11029,XPEV,2472.95975,8129,PENDING,2024-12-28T13:33:48
11030,CNI,96.82461,5525,ACTIVE,2024-12-28T13:33:49
11031,HUM,919.60515,8406,ACTIVE,2024-12-28T13:33:50
11032,ARKF,2416.52810,2955,PENDING,2024-12-28T13:33:51
11033,PEP,1172.98551,1559,CLOSED,2024-12-28T13:33:52
11034,UNP,570.58604,6076,PENDING,2024-12-28T13:33:53
11035,XLI,1279.84003,6190,PENDING,2024-12-28T13:33:54
11036,XLI,1294.94551,7303,ACTIVE,2024-12-28T13:33:55
11037,SBUX,976.55350,5005,CLOSED,2024-12-28T13:33:56
11038,CRWD,1225.70797,4528,PENDING,2024-12-28T13:33:57
11039,VTI,2262.21572,6007,CLOSED,2024-12-28T13:33:58
11040,DLR,1216.28044,7065,CLOSED,2024-12-28T13:33:59
11041,XOM,741.65398,6059,ACTIVE,2024-12-28T13:34:00
11042,SNOW,808.32518,5133,ALERT,2024-12-28T13:34:01
11043,XLV,1890.95520,3719,ACTIVE,2024-12-28T13:34:02
11044,V,2327.19674,5694,ACTIVE,2024-12-28T13:34:03
11045,XLV,1125.53360,1361,NORMAL,2024-12-28T13:34:04
11046,TSLA,2453.93411,1728,ALERT,2024-12-28T13:34:05
11047,ABNB,2404.53028,6043,PENDING,2024-12-28T13:34:06
11048,TEAM,1043.91492,599,ACTIVE,2024-12-28T13:34:07
11049,QCOM,2023.47258,2902,PENDING,2024-12-28T13:34:08
11050,AAL,152.76088,3111,PENDING,2024-12-28T13:34:09
11051,MU,498.95298,5952,ALERT,2024-12-28T13:34:10
11052,DAL,487.38873,4395,ALERT,2024-12-28T13:34:11
11053,MCO,2181.39280,7986,ACTIVE,2024-12-28T13:34:12
11054,SPGI,1038.00570,5014,ACTIVE,2024-12-28T13:34:13
11055,JBLU,2058.55915,2736,PENDING,2024-12-28T13:34:14
11056,OKTA,832.34265,4060,NORMAL,2024-12-28T13:34:15
11057,JBLU,66.68364,8800,CLOSED,2024-12-28T13:34:16
11058,MRNA,2282.88387,3126,ALERT,2024-12-28T13:34:17
11059,XLE,1.35084,9830,ALERT,2024-12-28T13:34:18
11060,ZS,1851.48764,9467,CLOSED,2024-12-28T13:34:19
11061,ADBE,1531.68018,6249,PENDING,2024-12-28T13:34:20
11062,MCD,1326.22935,1064,ACTIVE,2024-12-28T13:34:21
11063,ORCL,382.03461,5207,CLOSED,2024-12-28T13:34:22
11064,PANW,762.73016,8652,PENDING,2024-12-28T13:34:23
11065,XLNX,230.81893,5319,ALERT,2024-12-28T13:34:24
11066,XLP,1909.41251,8738,ACTIVE,2024-12-28T13:34:25
11067,HUM,262.42709,6062,PENDING,2024-12-28T13:34:26
11068,AEP,1751.79451,3359,ALERT,2024-12-28T13:34:27
11069,UNH,1509.10318,5026,CLOSED,2024-12-28T13:34:28
11070,CME,194.66863,7958,PENDING,2024-12-28T13:34:29
11071,KLAC,2143.68162,6044,ACTIVE,2024-12-28T13:34:30
11072,ABNB,2086.81557,4135,ALERT,2024-12-28T13:34:31
11073,LI,2494.89857,7248,CLOSED,2024-12-28T13:34:32
11074,USB,918.14821,2953,PENDING,2024-12-28T13:34:33
11075,CI,1875.55926,2795,ACTIVE,2024-12-28T13:34:34
11076,KLAC,501.81808,9529,ACTIVE,2024-12-28T13:34:35
11077,BMY,1290.82856,9224,ALERT,2024-12-28T13:34:36
11078,QCOM,2047.47097,7520,NORMAL,2024-12-28T13:34:37
11079,PEP,871.93967,7078,ACTIVE,2024-12-28T13:34:38
11080,COF,514.76196,486,CLOSED,2024-12-28T13:34:39
11081,TWTR,1491.72584,3954,PENDING,2024-12-28T13:34:40
11082,XLP,2241.34605,7121,PENDING,2024-12-28T13:34:41
11083,JNJ,1453.57791,5274,ACTIVE,2024-12-28T13:34:42
11084,HAL,2480.02888,6854,ALERT,2024-12-28T13:34:43
11085,PSX,599.78017,8018,NORMAL,2024-12-28T13:34:44
11086,NKE,1740.80525,3851,NORMAL,2024-12-28T13:34:45
11087,QCOM,2195.49807,6621,ACTIVE,2024-12-28T13:34:46
11088,PNC,1243.19556,6041,ACTIVE,2024-12-28T13:34:47
11089,HD,397.10182,8478,PENDING,2024-12-28T13:34:48
11090,ORCL,623.81163,3452,ALERT,2024-12-28T13:34:49
11091,FTNT,2216.43607,1714,CLOSED,2024-12-28T13:34:50
11092,XOM,140.13379,2196,CLOSED,2024-12-28T13:34:51
11093,NEE,1370.70350,9826,PENDING,2024-12-28T13:34:52
11094,GLD,1733.12388,8000,ACTIVE,2024-12-28T13:34:53
11095,F,1404.18150,5756,ALERT,2024-12-28T13:34:54
11096,PFE,942.34425,5469,CLOSED,2024-12-28T13:34:55
11097,XOM,2464.83238,388,ACTIVE,2024-12-28T13:34:56
11098,CSX,86.89853,665,CLOSED,2024-12-28T13:34:57
11099,UNG,52.99926,2181,CLOSED,2024-12-28T13:34:58
11100,PYPL,1653.01648,4685,CLOSED,2024-12-28T13:34:59
11101,CNC,2485.87530,8193,ALERT,2024-12-28T13:35:00
11102,XLV,184.92625,5496,PENDING,2024-12-28T13:35:01
11103,UNH,2325.70956,5815,NORMAL,2024-12-28T13:35:02
11104,ADBE,278.64183,8686,ALERT,2024-12-28T13:35:03
11105,UNP,130.71657,4027,PENDING,2024-12-28T13:35:04
11106,XLF,667.48411,2992,CLOSED,2024-12-28T13:35:05
11107,XLY,1091.75597,4676,CLOSED,2024-12-28T13:35:06
11108,MDB,2075.57738,1349,ALERT,2024-12-28T13:35:07
11109,LRCX,32.40344,1254,PENDING,2024-12-28T13:35:08
11110,AMZN,1958.10064,826,CLOSED,2024-12-28T13:35:09
11111,PINS,2309.71157,7618,ALERT,2024-12-28T13:35:10
11112,TEAM,2262.11483,5322,NORMAL,2024-12-28T13:35:11
11113,EOG,205.36188,8750,CLOSED,2024-12-28T13:35:12
11114,HON,1471.17198,4691,ACTIVE,2024-12-28T13:35:13
11115,GD,2127.56767,2908,PENDING,2024-12-28T13:35:14
11116,ROKU,96.60977,259,PENDING,2024-12-28T13:35:15
11117,MA,2004.11580,5270,ALERT,2024-12-28T13:35:16
11118,ARKF,992.00884,7939,PENDING,2024-12-28T13:35:17
11119,XLB,2021.83855,5053,NORMAL,2024-12-28T13:35:18
11120,WFC,1207.19477,3871,CLOSED,2024-12-28T13:35:19
11121,COF,1342.50328,7738,ALERT,2024-12-28T13:35:20
11122,UNP,815.11983,5977,CLOSED,2024-12-28T13:35:21
11123,WDAY,2019.78066,3718,PENDING,2024-12-28T13:35:22
11124,AMGN,326.42013,6181,ALERT,2024-12-28T13:35:23
11125,LRCX,236.62265,8245,CLOSED,2024-12-28T13:35:24
11126,SMH,510.88681,7384,ACTIVE,2024-12-28T13:35:25
11127,NEE,485.68667,2178,NORMAL,2024-12-28T13:35:26
11128,ELV,1289.48501,5675,ACTIVE,2024-12-28T13:35:27
11129,LUV,1759.41463,6727,ALERT,2024-12-28T13:35:28
11130,OKTA,691.68671,2553,NORMAL,2024-12-28T13:35:29
11131,PEP,610.87704,1699,NORMAL,2024-12-28T13:35:30
11132,XLY,928.80546,332,ACTIVE,2024-12-28T13:35:31
11133,BA,360.36493,5613,ALERT,2024-12-28T13:35:32
11134,PG,1303.69851,6112,PENDING,2024-12-28T13:35:33
11135,SCHW,841.97911,8483,PENDING,2024-12-28T13:35:34
11136,DLR,1985.12473,7812,PENDING,2024-12-28T13:35:35
11137,LUMN,1596.93045,6011,PENDING,2024-12-28T13:35:36
11138,MCO,957.31375,3722,CLOSED,2024-12-28T13:35:37
11139,PSX,1541.20871,6958,ACTIVE,2024-12-28T13:35:38
11140,ZM,787.29956,6430,CLOSED,2024-12-28T13:35:39
11141,CMCSA,1159.04125,2129,CLOSED,2024-12-28T13:35:40
11142,ELV,1587.27912,6193,CLOSED,2024-12-28T13:35:41
11143,BLK,288.82502,763,PENDING,2024-12-28T13:35:42
11144,AMZN,114.43654,3692,ACTIVE,2024-12-28T13:35:43
11145,LUV,1772.42994,8625,NORMAL,2024-12-28T13:35:44
11146,ES,1779.82891,7678,NORMAL,2024-12-28T13:35:45
11147,UAL,104.54127,765,NORMAL,2024-12-28T13:35:46
11148,ZM,1614.34028,211,PENDING,2024-12-28T13:35:47
11149,PNC,1888.00915,3213,CLOSED,2024-12-28T13:35:48
11150,ADI,1824.51200,6506,NORMAL,2024-12-28T13:35:49
11151,BOTZ,1785.34708,7165,ALERT,2024-12-28T13:35:50
11152,SMH,1583.19890,3781,CLOSED,2024-12-28T13:35:51
11153,XLV,446.88691,3217,ALERT,2024-12-28T13:35:52
11154,LUMN,1965.99994,2394,PENDING,2024-12-28T13:35:53
11155,SNPS,537.52689,4370,CLOSED,2024-12-28T13:35:54
11156,TGT,663.59155,7127,NORMAL,2024-12-28T13:35:55
11157,DPZ,2433.22894,9464,ACTIVE,2024-12-28T13:35:56
11158,DOCU,2005.10232,2267,CLOSED,2024-12-28T13:35:57
11159,BIIB,209.62065,7723,ACTIVE,2024-12-28T13:35:58
11160,XLV,1694.20197,5050,NORMAL,2024-12-28T13:35:59
11161,KO,1591.06616,1221,PENDING,2024-12-28T13:36:00
11162,CRWD,240.32033,7274,PENDING,2024-12-28T13:36:01
11163,PSX,1577.94745,3587,ACTIVE,2024-12-28T13:36:02
11164,BKR,1988.29419,2048,PENDING,2024-12-28T13:36:03
11165,NOC,114.98296,5814,NORMAL,2024-12-28T13:36:04
11166,SPY,1239.68748,1635,ALERT,2024-12-28T13:36:05
11167,ASML,273.93351,931,ACTIVE,2024-12-28T13:36:06
11168,AAPL,1301.94746,9530,ACTIVE,2024-12-28T13:36:07
11169,BIIB,1989.84883,1210,PENDING,2024-12-28T13:36:08
11170,MPC,418.12844,3041,PENDING,2024-12-28T13:36:09
11171,MA,1922.69814,7188,NORMAL,2024-12-28T13:36:10
11172,XLC,1607.06801,4410,CLOSED,2024-12-28T13:36:11
11173,QQQ,2040.50099,7580,CLOSED,2024-12-28T13:36:12
11174,AXP,1879.81329,2293,NORMAL,2024-12-28T13:36:13
11175,LOW,924.68231,8912,NORMAL,2024-12-28T13:36:14
11176,DVN,1861.07788,8560,NORMAL,2024-12-28T13:36:15
11177,XLB,2465.34912,3710,ALERT,2024-12-28T13:36:16
11178,SOXX,872.06904,5166,ACTIVE,2024-12-28T13:36:17
11179,PINS,2368.45418,7201,NORMAL,2024-12-28T13:36:18
11180,SMH,1717.82444,6497,NORMAL,2024-12-28T13:36:19
11181,TSM,1393.95061,560,NORMAL,2024-12-28T13:36:20
11182,AWK,1905.34963,8168,ALERT,2024-12-28T13:36:21
11183,MMM,945.18677,3454,ACTIVE,2024-12-28T13:36:22
11184,OXY,2360.97536,2113,ALERT,2024-12-28T13:36:23
11185,RIVN,696.47781,3501,CLOSED,2024-12-28T13:36:24
11186,XLP,1880.58955,7560,ALERT,2024-12-28T13:36:25
11187,DFS,2273.40453,1537,ACTIVE,2024-12-28T13:36:26
11188,MRNA,673.56430,3803,PENDING,2024-12-28T13:36:27
11189,SO,1941.04270,2628,CLOSED,2024-12-28T13:36:28
11190,NKE,2278.65960,8496,ALERT,2024-12-28T13:36:29
11191,AXP,2359.68988,6759,NORMAL,2024-12-28T13:36:30
11192,VOO,41.89472,1816,ALERT,2024-12-28T13:36:31
11193,CVX,1542.19172,2048,PENDING,2024-12-28T13:36:32
11194,CP,1774.83289,2826,CLOSED,2024-12-28T13:36:33
11195,SPGI,1532.65866,5322,PENDING,2024-12-28T13:36:34
11196,BIIB,44.49896,7156,PENDING,2024-12-28T13:36:35
11197,CVS,347.00510,5286,ACTIVE,2024-12-28T13:36:36
11198,DUK,1878.54560,6476,CLOSED,2024-12-28T13:36:37
11199,UAL,1041.95764,508,PENDING,2024-12-28T13:36:38
11200,UAL,114.61290,7207,ALERT,2024-12-28T13:36:39
11201,CME,296.87353,9733,CLOSED,2024-12-28T13:36:40
11202,JNJ,2337.27841,3427,PENDING,2024-12-28T13:36:41
11203,GILD,2118.37425,5847,CLOSED,2024-12-28T13:36:42
11204,DIA,1681.94521,2115,CLOSED,2024-12-28T13:36:43
11205,GILD,1342.38981,5238,ALERT,2024-12-28T13:36:44
11206,KLAC,2478.50110,4838,PENDING,2024-12-28T13:36:45
11207,PEP,1503.32726,8396,ALERT,2024-12-28T13:36:46
11208,ADI,2269.43294,2618,NORMAL,2024-12-28T13:36:47
11209,CNC,113.15984,9876,ACTIVE,2024-12-28T13:36:48
11210,PINS,539.39598,2429,CLOSED,2024-12-28T13:36:49
11211,DUK,899.89977,6567,PENDING,2024-12-28T13:36:50
11212,ABBV,1459.48632,2738,CLOSED,2024-12-28T13:36:51
11213,VRTX,1593.64514,8654,ACTIVE,2024-12-28T13:36:52
11214,BLK,444.55818,1599,NORMAL,2024-12-28T13:36:53
11215,SCHW,2240.33851,1425,CLOSED,2024-12-28T13:36:54
11216,ROKU,283.38864,4687,PENDING,2024-12-28T13:36:55
11217,MSFT,1961.15413,7680,NORMAL,2024-12-28T13:36:56
11218,UNP,8.62192,952,CLOSED,2024-12-28T13:36:57
11219,ADI,1353.40814,9601,NORMAL,2024-12-28T13:36:58
11220,SLV,183.48034,7855,CLOSED,2024-12-28T13:36:59
11221,QTUM,794.99412,1376,ALERT,2024-12-28T13:37:00
11222,SPY,1109.59402,6766,CLOSED,2024-12-28T13:37:01
11223,TWTR,2331.99268,3782,ACTIVE,2024-12-28T13:37:02
11224,MMM,114.60656,5475,ALERT,2024-12-28T13:37:03
11225,COP,1741.68004,8718,ACTIVE,2024-12-28T13:37:04
11226,CNC,207.91719,8363,CLOSED,2024-12-28T13:37:05
11227,LI,425.36043,5163,ALERT,2024-12-28T13:37:06
11228,PEP,2314.47102,4601,CLOSED,2024-12-28T13:37:07
11229,CNI,1583.43158,3852,ACTIVE,2024-12-28T13:37:08
11230,JNJ,783.45793,7116,ALERT,2024-12-28T13:37:09
11231,MU,1159.34457,6272,NORMAL,2024-12-28T13:37:10
11232,FDX,1143.36486,2412,ACTIVE,2024-12-28T13:37:11
11233,TWTR,341.21733,1605,ALERT,2024-12-28T13:37:12
11234,MSFT,2174.21723,3073,PENDING,2024-12-28T13:37:13
11235,MRK,673.62052,9481,ALERT,2024-12-28T13:37:14
11236,HUBS,1256.90797,8268,CLOSED,2024-12-28T13:37:15
11237,XEL,2032.77398,6370,ACTIVE,2024-12-28T13:37:16
11238,BND,2057.48264,4613,ACTIVE,2024-12-28T13:37:17
11239,SOXX,2287.06883,5944,CLOSED,2024-12-28T13:37:18
11240,SNOW,1800.23839,7391,CLOSED,2024-12-28T13:37:19
11241,VWO,917.94319,2850,NORMAL,2024-12-28T13:37:20
11242,UBER,2035.07158,398,PENDING,2024-12-28T13:37:21
11243,DAL,2277.71310,7160,ALERT,2024-12-28T13:37:22
11244,TEAM,884.79467,6443,PENDING,2024-12-28T13:37:23
11245,QTUM,2451.96630,2348,ALERT,2024-12-28T13:37:24
11246,XLE,1933.60012,4054,ALERT,2024-12-28T13:37:25
11247,DLR,1068.60020,7912,NORMAL,2024-12-28T13:37:26
11248,AEP,1776.17721,3517,CLOSED,2024-12-28T13:37:27
11249,DLR,1188.67027,1631,NORMAL,2024-12-28T13:37:28
11250,VZ,2178.81636,7625,NORMAL,2024-12-28T13:37:29
11251,DE,263.47329,1534,CLOSED,2024-12-28T13:37:30
11252,ABBV,531.88797,9088,NORMAL,2024-12-28T13:37:31
11253,AAL,1316.88308,2942,CLOSED,2024-12-28T13:37:32
11254,VZ,545.33390,8750,ACTIVE,2024-12-28T13:37:33
11255,SNAP,342.94071,7780,ALERT,2024-12-28T13:37:34
11256,UPS,1506.18262,9015,PENDING,2024-12-28T13:37:35
11257,META,2008.74321,1483,CLOSED,2024-12-28T13:37:36
11258,USB,252.63672,4923,ACTIVE,2024-12-28T13:37:37
11259,XLP,807.20663,6679,CLOSED,2024-12-28T13:37:38
11260,JBLU,1600.75949,5140,PENDING,2024-12-28T13:37:39
11261,SHOP,1138.59865,1602,NORMAL,2024-12-28T13:37:40
